Opening,Opening.1,Title,Director,Cast,Genre,Year,Source,Studio,Production house,Genres,Rating,Combined
JAN,29,mastizaade,Milap Milan Zaveri,"Tushar Kapoor, Vir Das, Sunny Leone, Shaad Randhawa, Riteish Deshmukh, Gizele Thakral, Bruna Abdullah",Adult comedy,2016,,,,Comedy,2.3,milap milan zaveri tushar kapoor vir das sunny leone shaad randhawa riteish deshmukh gizele thakral bruna abdullah comedy
FEB,5,sanam teri kasam,"Radhika Rao, Vinay Sapru","Mawra Hocane, Harshvardhan Rane, Anurag Sinha, Shraddha Das",Romance,2016,,,,Drama Musical Romance,7.3,radhika rao vinay sapru mawra hocane harshvardhan rane anurag sinha shraddha das drama musical romance
FEB,5,ghayal: once again,Sunny Deol,"Sunny Deol, Soha Ali Khan, Aanchal Munjal, Daina Khan, Shivam Patil, Rishabh Arora, Abhilash Kumar",Action/drama,2016,,,,Action Thriller,6.3,sunny deol sunny deol soha ali khan aanchal munjal daina khan shivam patil rishabh arora abhilash kumar action thriller
FEB,12,fitoor,Abhishek Kapoor,"Aditya Roy Kapoor, Katrina Kaif, Tabu, Ajay Devgn, Aditi Rao Hydari, Akshay Oberoi, Lara Dutta, Rahul Bhatt",Romance/drama,2016,,,,Drama Romance,5.4,abhishek kapoor aditya roy kapoor katrina kaif tabu ajay devgn aditi rao hydari akshay oberoi lara dutta rahul bhatt drama romance
FEB,12,sanam re,Divya Khosla Kumar,"Pulkit Samrat, Yami Gautam, Urvashi Rautela, Rishi Kapoor, Bharti Singh, Shreyas Pardiwalla",Romance,2016,,,,Drama Romance,3.1,divya khosla kumar pulkit samrat yami gautam urvashi rautela rishi kapoor bharti singh shreyas pardiwalla drama romance
FEB,19,direct ishq,Rajiv S. Ruia,"Rajneesh Duggal, Nidhi Subbaiah, Arjun Bijlani",Drama,2016,,,,Action Comedy Romance,4.0,rajiv s. ruia rajneesh duggal nidhi subbaiah arjun bijlani action comedy romance
FEB,19,ishq forever,Sameer Sippy,"Krishna Chaturvedi, Ruhi Singh, Javed Jaffrey, Lisa Ray",Drama,2016,,,,Romance,3.9,sameer sippy krishna chaturvedi ruhi singh javed jaffrey lisa ray romance
FEB,19,loveshhuda,Vaibhav Mishra,"Girish Kumar, Navneet Kaur Dhillon, Benaf Dadachandji, Yash Pandit",Romance,2016,,,,Comedy Romance,4.4,vaibhav mishra girish kumar navneet kaur dhillon benaf dadachandji yash pandit comedy romance
FEB,19,neerja,Ram Madhvani,"Sonam Kapoor, Shabana Azmi, Shekhar Ravjiani",Biopic/drama,2016,,,,Biography Drama Thriller,7.7,ram madhvani sonam kapoor shabana azmi shekhar ravjiani biography drama thriller
FEB,26,dhara 302,Jitender Singh Narukal,"Rufy Khan, Dipti Dhotre, Gulshan Pandey",Actiom/drama,2016,,,,Drama,4.7,jitender singh narukal rufy khan dipti dhotre gulshan pandey drama
FEB,26,aligarh,Hansal Mehta,"Manoj Bajpayee, Rajkummar Rao",Biopic/drama,2016,,,,Sport,,hansal mehta manoj bajpayee rajkummar rao sport
FEB,26,bollywood diaries,K.D. Satyam,"Raima Sen, Ashish Vidyarthi, Salim Diwan, Karuna Pandey, Vineet Kumar Singh",Drama,2016,,,,Drama,6.0,k. d. satyam raima sen ashish vidyarthi salim diwan karuna pandey vineet kumar singh drama
FEB,26,love shagun,Sandesh Nayak,"Anuj Sachdeva, Nidhi Subbaiah, Manit Joura",Romance/comedy,2016,,,,Comedy Romance,5.6,sandesh nayak anuj sachdeva nidhi subbaiah manit joura comedy romance
FEB,26,tere bin laden: dead or alive,Abhishek Sharma,"Manish Paul, Sikander Kher, Pradhuman Singh, Sugandha Ram",Comedy,2016,,,,Comedy,4.3,abhishek sharma manish paul sikander kher pradhuman singh sugandha ram comedy
MAR,4,zubaan,Mozez Singh,"Vicky Kaushal, Sarah Jane Dias, Raghav Chanana",Drama,2016,,,,Crime,,mozez singh vicky kaushal sarah jane dias raghav chanana crime
MAR,4,jai gangaajal,Prakash Jha,"Priyanka Chopra, Anuj Aggarwal, Prakash Jha, Rahul Bhatt",Drama/comedy,2016,,,,Crime Drama,5.6,prakash jha priyanka chopra anuj aggarwal prakash jha rahul bhatt crime drama
MAR,11,global baba,Manoj Sidheshwari Tewari,"Abhimanyu Singh, Sandeepa Dhar, Ravi Kishan, Pankaj Tripathi, Sanjay Mishra, Akhilendra Mishra",Satire,2016,,,,Thriller,5.7,manoj sidheshwari tewari abhimanyu singh sandeepa dhar ravi kishan pankaj tripathi sanjay mishra akhilendra mishra thriller
MAR,11,teraa surroor,Shawn Arranha,"Himesh Reshammiya, Farah Karimi, Monica Dogra, Naseeruddin Shah, Shekhar Kapur",Action/thriller/romance,2016,,,,Action Drama Romance,2.6,shawn arranha himesh reshammiya farah karimi monica dogra naseeruddin shah shekhar kapur action drama romance
MAR,11,ok mein dhokhe,Utpal S. Chaudhary,"Zoya Rathore, Sapan Krishna, Vaidhei Singh, Megha Verma, Ravi Thakur, Milan Singh",Drama/thriller,2016,,,,Drama/thriller,,utpal s. chaudhary zoya rathore sapan krishna vaidhei singh megha verma ravi thakur milan singh drama/thriller
MAR,18,kapoor & sons,Shakun Batra,"Sidharth Malhotra, Alia Bhatt, Fawad Khan, Rishi Kapoor",Drama/comedy,2016,,,,Comedy Drama Family Romance,7.7,shakun batra sidharth malhotra alia bhatt fawad khan rishi kapoor comedy drama family romance
MAR,25,rocky handsome,Nishikant Kamat,"John Abraham, Shruti Haasan, Nathalia Kaur",Action,2016,,,,Action Crime Drama Thriller,6.8,nishikant kamat john abraham shruti haasan nathalia kaur action crime drama thriller
APR,1,ki & ka,R. Balki,"Kareena Kapoor, Arjun Kapoor, Amitabh Bachchan, Jaya Bachchan",Romantic comedy,2016,,,,Comedy Romance,5.8,r. balki kareena kapoor arjun kapoor amitabh bachchan jaya bachchan comedy romance
APR,8,love games,Vikram Bhatt,"Patralekha, Tara Alisha Berry, Gaurav Arora",Thriller,2016,,,,Crime Thriller,4.3,vikram bhatt patralekha tara alisha berry gaurav arora crime thriller
APR,8,the blueberry hunt,Anup Kurien,"Naseeruddin Shah, Vipin Sharma, Vinay Forrt",Thriller,2016,,,,Action Thriller,5.7,anup kurien naseeruddin shah vipin sharma vinay forrt action thriller
APR,10,kaafiron ki namaaz,Ram Ramesh Sharma,"Alok Chaturvedi, Joydip Mukhopadhyay, Megh Pant, Priya Raina, Chandrahas Tiwari",Drama,2016,,,,Drama,,ram ramesh sharma alok chaturvedi joydip mukhopadhyay megh pant priya raina chandrahas tiwari drama
APR,15,fan,Maneesh Sharma,"Shah Rukh Khan, Waluscha de Sousa, Sayani Gupta, Shriya Pilgaonkar",Action/drama/thriller,2016,,,,Action Drama Thriller,7.0,maneesh sharma shah rukh khan waluscha de sousa sayani gupta shriya pilgaonkar action drama thriller
APR,22,nil battey sannata,Ashwini Iyer Tiwari,"Swara Bhaskar, Ratna Pathak, Pankaj Tripathi, Sanjay Suri",Comedy/drama,2016,,,,Comedy/drama,,ashwini iyer tiwari swara bhaskar ratna pathak pankaj tripathi sanjay suri comedy/drama
APR,22,laal rang,Syed Ahmad Afzal,"Randeep Hooda, Akshay Oberoi, Rajneesh Duggal, Piaa Bajpai",Action,2016,,,,Action Crime Drama Thriller,8.0,syed ahmad afzal randeep hooda akshay oberoi rajneesh duggal piaa bajpai action crime drama thriller
APR,22,santa banta pvt ltd,Akashdeep Sabir,"Vir Das, Boman Irani, Ram Kapoor, Neha Dhupia, Lisa Haydon",Comedy,2016,,,,Comedy Crime Drama,2.9,akashdeep sabir vir das boman irani ram kapoor neha dhupia lisa haydon comedy crime drama
APR,29,baaghi,Sabbir Khan,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu, Sunil Grover",Action,2016,,,,Action Thriller,5.2,sabbir khan tiger shroff shraddha kapoor sudheer babu sunil grover action thriller
APR,29,shortcut safari,Amitabha Singh,"Jimmy Shergill, Aashi Rawal, Sharvil Patel, Mann Patel, Ugam Khetani, Stuti Dwivedi, Deah Tandon, Hardil Kanaba","Adventure, drama",2016,,,,Adventure Drama Mystery,6.8,amitabha singh jimmy shergill aashi rawal sharvil patel mann patel ugam khetani stuti dwivedi deah tandon hardil kanaba adventure drama mystery
MAY,6,one night stand,Jasmine Moses D'Souza,"Sunny Leone, Tanuj Virwani, Nyra Banerjee",Thriller,2016,,,,Drama Romance,3.1,jasmine moses d' souza sunny leone tanuj virwani nyra banerjee drama romance
MAY,6,traffic,Rajesh Pillai,"Manoj Bajpayee, Jimmy Sheirgill, Divya Dutta, Kitu Gidwani, Prosenjit Chatterjee, Sachin Khedekar, Nikita Thukral, Vishal Singh, Parambrata Chatterjee",Thriller,2016,,,,Biography Comedy Crime Drama War,7.1,rajesh pillai manoj bajpayee jimmy sheirgill divya dutta kitu gidwani prosenjit chatterjee sachin khedekar nikita thukral vishal singh parambrata chatterjee biography comedy crime drama war
MAY,6,1920: london,Tinu Suresh Desai,"Sharman Joshi, Meera Chopra, Vishal Karwal",Horror,2016,,,,Horror Mystery,4.1,tinu suresh desai sharman joshi meera chopra vishal karwal horror mystery
MAY,6,murari the mad gentleman, , ,Comedy,2016,,,,Comedy Drama,6.9,   comedy drama
MAY,13,azhar,Tony D'Souza,"Emraan Hashmi, Nargis Fakhri, Prachi Desai, Gautam Gulati, Kunaal Roy Kapur, Lara Dutta, Karanvir Sharma",Biopic,2016,,,,Biography Drama Sport,5.8,tony d' souza emraan hashmi nargis fakhri prachi desai gautam gulati kunaal roy kapur lara dutta karanvir sharma biography drama sport
MAY,13,buddha in a traffic jam,Vivek Agnihotri,"Arunoday Singh, Mahie Gill, Anchal Dwivedi, Pallavi Joshi, Anupam Kher",Political drama,2016,,,,Crime Thriller,6.6,vivek agnihotri arunoday singh mahie gill anchal dwivedi pallavi joshi anupam kher crime thriller
MAY,13,khel toh ab shuru hoga,Kunal V Singh,"Ruslaan Mumtaz, Devshi Khanduri",Comedy,2016,,,,Action Thriller,5.0,kunal v singh ruslaan mumtaz devshi khanduri action thriller
MAY,16,dear dad,Tanuj Bhramar,"Arvind Swamy, Himanshu Sharma, Ekavali Khanna",Drama,2016,,,,Drama Family,6.3,tanuj bhramar arvind swamy himanshu sharma ekavali khanna drama family
MAY,20,kaptaan,Mandeep Kumar,"Gippy Grewal, Karishma Kotak, Rishaan Dutta",Comedy,2016,,,,Comedy Drama Family Music,6.5,mandeep kumar gippy grewal karishma kotak rishaan dutta comedy drama family music
MAY,20,sarbjit,Omung Kumar,"Aishwarya Rai, Randeep Hooda, Richa Chadha",Biopic,2016,,,,Biography Drama,7.3,omung kumar aishwarya rai randeep hooda richa chadha biography drama
MAY,27,phobia,Pawan Kripalani,"Radhika Apte, Satyadeep Misra",Thriller/horror,2016,,,,Drama Mystery Thriller,6.9,pawan kripalani radhika apte satyadeep misra drama mystery thriller
MAY,27,veerappan,Ram Gopal Varma,"Sandeep Bharadwaj, Lisa Ray, Sachiin Joshi, Usha Jadhav",Action/biopic,2016,,Phantom Films,,Action Biography Crime,5.3,ram gopal varma sandeep bharadwaj lisa ray sachiin joshi usha jadhav action biography crime
MAY,27,fredrick,Rajesh Butalia,"Prashant Narayanan, Avinash Dhyani",Action,2016,,,,Action Thriller,5.1,rajesh butalia prashant narayanan avinash dhyani action thriller
JUN,3,housefull 3,Sajid-Farhad,"Akshay Kumar, Abhishek Bachchan, Riteish Deshmukh, Jacqueline Fernandez, Lisa Haydon, Nargis Fakhri, Nikitin Dheer, Jackie Shroff",Comedy,2016,,,,Action Comedy,5.0,sajid- farhad akshay kumar abhishek bachchan riteish deshmukh jacqueline fernandez lisa haydon nargis fakhri nikitin dheer jackie shroff action comedy
JUN,10,do lafzon ki kahani,Deepak Tijori,"Randeep Hooda, Kajal Aggarwal",Romantic,2016,,,,Action Drama Romance Sport,6.5,deepak tijori randeep hooda kajal aggarwal action drama romance sport
JUN,10,dhanak,Nagesh Kukunoor,"Hetal Gadda, Krrish Chabbria, Vipin Sharma, Vibha Chibber, Vijay Maurya",Drama,2016,,,,Thriller,7.3,nagesh kukunoor hetal gadda krrish chabbria vipin sharma vibha chibber vijay maurya thriller
JUN,10,te3n,Ribhu Dasgupta,"Amitabh Bachchan, Vidya Balan, Nawazuddin Siddiqui",Thriller,2016,,,,Drama Mystery Thriller,7.3,ribhu dasgupta amitabh bachchan vidya balan nawazuddin siddiqui drama mystery thriller
JUN,17,udta punjab,Abhishek Chaubey,"Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh",Crime,2016,,,,Action Crime Drama,7.8,abhishek chaubey shahid kapoor alia bhatt kareena kapoor diljit dosanjh action crime drama
JUN,17,luv u alia,Indrajit Lankesh,"Bhumika Chawla, V. Ravichandran, Sudeep, Chandan Kumar, Sangeeta Chauhan",Romance,2016,,,,Romance,,indrajit lankesh bhumika chawla v. ravichandran sudeep chandan kumar sangeeta chauhan romance
JUN,24,raman raghav 2.0,Anurag Kashyap,"Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala",Crime/thriller,2016,,,,Crime Drama Thriller,7.4,anurag kashyap nawazuddin siddiqui vicky kaushal sobhita dhulipala crime drama thriller
JUN,24,junooniyat,Vivek Agnihotri,"Pulkit Samrat, Yami Gautam, Gulshan Devaiah, Hrishita Bhatt",Romance,2016,,,,Drama Romance,4.2,vivek agnihotri pulkit samrat yami gautam gulshan devaiah hrishita bhatt drama romance
JUN,24,7 hours to go,Saurabh Varma,"Shiv Panditt, Sandeepa Dhar, Natasa Stankovic, Varun Badola",Crime/thriller,2016,,,,Crime Thriller,5.7,saurabh varma shiv panditt sandeepa dhar natasa stankovic varun badola crime thriller
JUN,24,a scandall,Ishaan Shrivedi,"Manav Kaul, Tanvi Vyas",Adult,2016,,,,Thriller,3.1,ishaan shrivedi manav kaul tanvi vyas thriller
JUN,24,rough book,Ananth Narayan Mahadevan,"Amaan Khan, Tannishtha Chatterjee",Drama,2016,,,,Drama,7.1,ananth narayan mahadevan amaan khan tannishtha chatterjee drama
JUL,1,shorgul,"Pranav Kumar Singh, Jitendra Tiwari","Jimmy Sheirgill, Suha Gezen, Ashutosh Rana, Narendra Jha",Political drama,2016,,,,Drama,5.8,pranav kumar singh jitendra tiwari jimmy sheirgill suha gezen ashutosh rana narendra jha drama
JUL,1,dil toh deewana hai,Raja Bundela,"Haider Khan, Sadha, Raj Babbar, Zeenat Aman, Sushmita Mukherjee, Alok Nath, Hemant Pandey",Comedy/romance,2016,,,,Drama Romance,7.0,raja bundela haider khan sadha raj babbar zeenat aman sushmita mukherjee alok nath hemant pandey drama romance
JUL,6,sultan,Ali Abbas Zafar,"Salman Khan, Anushka Sharma, Randeep Hooda",Sports/drama,2016,,,,Action Drama Sport,7.0,ali abbas zafar salman khan anushka sharma randeep hooda action drama sport
JUL,6,brahman naman,Qaushiq Mukherjee,"Shashank Arora, Sid Mallya, Denzil Smith, Biswa Kalyan Rath, Tanmay Dhananiya, Vaishwath Shankar",Comedy,2016,,,,Comedy,5.6,qaushiq mukherjee shashank arora sid mallya denzil smith biswa kalyan rath tanmay dhananiya vaishwath shankar comedy
JUL,15,great grand masti,Indra Kumar,"Vivek Oberoi, Riteish Deshmukh, Aftab Shivdasani, Urvashi Rautela, Shraddha Das, Mishti, Pooja Bose, Sonali Raut, Shreyas Talpade",Sex comedy/horror,2016,,,,Comedy Drama Fantasy Horror,3.6,indra kumar vivek oberoi riteish deshmukh aftab shivdasani urvashi rautela shraddha das mishti pooja bose sonali raut shreyas talpade comedy drama fantasy horror
JUL,22,madaari,Nishikant Kamat,"Irrfan Khan, Jimmy Sheirgill",Drama,2016,,,,Adventure Drama Thriller,7.6,nishikant kamat irrfan khan jimmy sheirgill adventure drama thriller
JUL,22,ishq click,Anil Ballani,"Adhyayan Suman, Sara Loren",Romance/drama,2016,,,,Drama Romance,4.4,anil ballani adhyayan suman sara loren drama romance
JUL,22,m cream,Agneya Singh,"Imaad Shah, Ira Dubey, Raaghav Chanana",Road movie,2016,,,,Animation Short Comedy Drama Sci-Fi,8.0,agneya singh imaad shah ira dubey raaghav chanana animation short comedy drama sci- fi
JUL,29,dishoom,Rohit Dhawan,"John Abraham, Varun Dhawan, Jacqueline Fernandez, Saqib Saleem, Ram Kapoor, Akshaye Khanna",Action,2016,,,,Action Adventure Comedy,5.1,rohit dhawan john abraham varun dhawan jacqueline fernandez saqib saleem ram kapoor akshaye khanna action adventure comedy
JUL,29,love ke funday,Indervesh Yogee,"Shaleen Bhanot, Pooja Banerjee",Comedy,2016,,,,Comedy,7.5,indervesh yogee shaleen bhanot pooja banerjee comedy
AUG,5,the legend of michael mishra,Manish Jha,"Arshad Warsi, Aditi Rao Hydari, Boman Irani, Kayoze Irani",Romance/drama,2016,,,,Comedy Drama,4.5,manish jha arshad warsi aditi rao hydari boman irani kayoze irani comedy drama
AUG,5,fever,Rajeev Jhaveri,"Rajeev Khandelwal, Gauahar Khan, Gemma Atkinson, Victor Banerjee, Caterina Murino, Ankita Makwana",Thriller,2016,,,,Crime Mystery,4.7,rajeev jhaveri rajeev khandelwal gauahar khan gemma atkinson victor banerjee caterina murino ankita makwana crime mystery
AUG,5,hai apna dil toh awara,Monjoy Mukerji,Sahil Anand,Comedy/Romance,2016,,,,Comedy,6.4,monjoy mukerji sahil anand comedy
AUG,12,mohenjo daro,Ashutosh Gowariker,"Hrithik Roshan, Pooja Hegde, Kabir Bedi, Arunoday Singh, Sharad Kelkar",Period drama,2016,,,,Action Adventure Drama History,5.7,ashutosh gowariker hrithik roshan pooja hegde kabir bedi arunoday singh sharad kelkar action adventure drama history
AUG,12,rustom,Tinu Suresh Desai,"Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa",Romance/thriller,2016,,,,Crime Drama Thriller,7.1,tinu suresh desai akshay kumar ileana d' cruz esha gupta arjan bajwa crime drama thriller
AUG,19,happy bhag jayegi,Mudassar Aziz,"Abhay Deol, Diana Penty, Momal Sheikh, Ali Fazal, Jimmy Sheirgill",Comedy,2016,,,,Comedy Romance,6.5,mudassar aziz abhay deol diana penty momal sheikh ali fazal jimmy sheirgill comedy romance
AUG,25,waarrior savitri,Param Gill,"Niharica Raizada, Lucy Pinder, Rajat Barmecha",Action,2016,,,,Action Thriller,5.4,param gill niharica raizada lucy pinder rajat barmecha action thriller
AUG,25,a flying jatt,Remo D'Souza,"Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Amrita Singh",Superhero/Action/comedy,2016,,,,Action Adventure Comedy Drama Sci-Fi,3.0,remo d' souza tiger shroff jacqueline fernandez nathan jones kay kay menon amrita singh action adventure comedy drama sci- fi
SEP,2,akira,A.R. Murugadoss,"Sonakshi Sinha, Konkona Sen Sharma, Raai Laxmi, Amit Sadh, Anurag Kashyap, Atul Kulkarni",Action/drama,2016,,,,Action Thriller,5.9,a. r. murugadoss sonakshi sinha konkona sen sharma raai laxmi amit sadh anurag kashyap atul kulkarni action thriller
SEP,2,yea toh two much ho gayaa,Anwer Khan,"Arbaaz Khan, Jimmy Sheirgill, Pooja Chopra, Bruna Abdullah, Devansh Sharma",Action/drama,2016,,,,Action Comedy Drama,3.6,anwer khan arbaaz khan jimmy sheirgill pooja chopra bruna abdullah devansh sharma action comedy drama
SEP,2,island city,Ruchika Oberoi,"Tannishtha Chatterjee, Ashwin Mushran, Vinay Pathak, Amruta Subhash",Drama,2016,,,,Drama,,ruchika oberoi tannishtha chatterjee ashwin mushran vinay pathak amruta subhash drama
SEP,9,baar baar dekho,Nitya Mehra,"Katrina Kaif, Sidharth Malhotra, Ram Kapoor, Taaha Shah, Sarika, Sayani Gupta",Drama/Romance,2016,,,,Comedy Drama Romance Sci-Fi,5.3,nitya mehra katrina kaif sidharth malhotra ram kapoor taaha shah sarika sayani gupta comedy drama romance sci- fi
SEP,9,freaky ali,Sohail Khan,"Nawazuddin Siddiqui, Arbaaz Khan, Amy Jackson, Jas Arora, Seema Biswas, Nikitin Dheer, Asif Basra, Paresh Ganatra, Alam Khan",Comedy/sports,2016,,,,Comedy Sport,4.9,sohail khan nawazuddin siddiqui arbaaz khan amy jackson jas arora seema biswas nikitin dheer asif basra paresh ganatra alam khan comedy sport
SEP,9,ek kahani julie ki,Aziz Zee,Rakhi Sawant,Thriller,2016,,,,Drama,,aziz zee rakhi sawant drama
SEP,16,raaz: reboot,Vikram Bhatt,"Emraan Hashmi, Kriti Kharbanda, Gaurav Arora, Suzanna Mukherjee",Horror,2016,,,,Horror Mystery Romance Thriller,4.4,vikram bhatt emraan hashmi kriti kharbanda gaurav arora suzanna mukherjee horror mystery romance thriller
SEP,16,pink,Aniruddha Roy Chowdhury,"Amitabh Bachchan, Taapsee Pannu, Kirti Kulhari, Andrea Tariang, Angad Bedi",Drama,2016,,,,Drama Thriller,8.1,aniruddha roy chowdhury amitabh bachchan taapsee pannu kirti kulhari andrea tariang angad bedi drama thriller
SEP,23,parched,Leena Yadav,"Tannishtha Chatterjee, Radhika Apte, Surveen Chawla, Sayani Gupta",Drama,2016,,,,Documentary Short,7.6,leena yadav tannishtha chatterjee radhika apte surveen chawla sayani gupta documentary short
SEP,23,banjo,Ravi Jadhav,"Riteish Deshmukh, Nargis Fakhri, Dharmesh Yelande",Comedy/drama,2016,,,,Action Drama Music,4.9,ravi jadhav riteish deshmukh nargis fakhri dharmesh yelande action drama music
SEP,23,days of tafree,Krishnadev Yagnik,"Yash Soni, Nimisha Mehta",Comedy,2016,,,,Comedy,7.4,krishnadev yagnik yash soni nimisha mehta comedy
SEP,23,wah taj,Ajit Sinha,"Shreyas Talpade, Manjari Phadnis, Hemant Pandey, Rajesh Sharma, Rajeev Verma",Satirical,2016,,,,Drama,6.1,ajit sinha shreyas talpade manjari phadnis hemant pandey rajesh sharma rajeev verma drama
SEP,30,m.s. dhoni: the untold story,Neeraj Pandey,"Sushant Singh Rajput, Anupam Kher, Herry Tangri, Kiara Advani, Disha Patani, Bhumika Chawla",Biopic/sports,2016,,,,Biography Drama Sport,7.8,neeraj pandey sushant singh rajput anupam kher herry tangri kiara advani disha patani bhumika chawla biography drama sport
OCT,7,mirzya,Rakeysh Omprakash Mehra,"Harshvardhan Kapoor, Saiyami Kher, Om Puri, Art Malik, K.K. Raina",Drama/romance,2016,,,,Action Drama Fantasy Romance,4.6,rakeysh omprakash mehra harshvardhan kapoor saiyami kher om puri art malik k. k. raina action drama fantasy romance
OCT,7,msg: the warrior lion heart,"Gurmeet Ram Rahim Singh, Honeypreet Insan","Gurmeet Ram Rahim Singh, Honeypreet Insan, Charapreet Insan, Kainaat Insan, Garima Insan, Rajesh Insan, Sukhottam Insan, Ashok Insan, Bhushan Insan",Adventure,2016,,,,Action Adventure Fantasy Sci-Fi,6.7,gurmeet ram rahim singh honeypreet insan gurmeet ram rahim singh honeypreet insan charapreet insan kainaat insan garima insan rajesh insan sukhottam insan ashok insan bhushan insan action adventure fantasy sci- fi
